said	study_accession	sample_accession	study_title	paper_id	pmid	doi	relation	evidence	provenance	title_similarity	verified_on
SAID219	GSE203262	GSM6165464	single cell RNA-sequencing of matched lesional and nonlesional skin from vitiligo patients	PMID_35653192	35653192	10.1172/jci.insight.154585	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.318	2026-07-18
SAID220	GSE203262	GSM6165465	single cell RNA-sequencing of matched lesional and nonlesional skin from vitiligo patients	PMID_35653192	35653192	10.1172/jci.insight.154585	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.318	2026-07-18
SAID038	GSE205020	GSM6204200	Gene expression profile at single cell level of fibroblasts from untreated (UT) and imiquimod (IMQ)-induced mouse skin.	PMID_37037861	37037861	10.1038/s41467-023-37798-x	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.443	2026-07-18
SAID039	GSE205020	GSM6204201	Gene expression profile at single cell level of fibroblasts from untreated (UT) and imiquimod (IMQ)-induced mouse skin.	PMID_37037861	37037861	10.1038/s41467-023-37798-x	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.443	2026-07-18
SAID026	GSE210224	GSM6423811	Single cell gene expression profiling of CARD9 WT and R101C murine skin infected with Trichophyton rubrum	PMID_38489265	38489265	10.1016/j.celrep.2024.113944	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.400	2026-07-18
SAID027	GSE210224	GSM6423812	Single cell gene expression profiling of CARD9 WT and R101C murine skin infected with Trichophyton rubrum	PMID_38489265	38489265	10.1016/j.celrep.2024.113944	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.400	2026-07-18
SAID028	GSE210224	GSM6423813	Single cell gene expression profiling of CARD9 WT and R101C murine skin infected with Trichophyton rubrum	PMID_38489265	38489265	10.1016/j.celrep.2024.113944	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.400	2026-07-18
SAID029	GSE210224	GSM6423814	Single cell gene expression profiling of CARD9 WT and R101C murine skin infected with Trichophyton rubrum	PMID_38489265	38489265	10.1016/j.celrep.2024.113944	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.400	2026-07-18
SAID030	GSE210224	GSM6423815	Single cell gene expression profiling of CARD9 WT and R101C murine skin infected with Trichophyton rubrum	PMID_38489265	38489265	10.1016/j.celrep.2024.113944	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.400	2026-07-18
SAID031	GSE210224	GSM6423816	Single cell gene expression profiling of CARD9 WT and R101C murine skin infected with Trichophyton rubrum	PMID_38489265	38489265	10.1016/j.celrep.2024.113944	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.400	2026-07-18
SAID032	GSE210224	GSM6423817	Single cell gene expression profiling of CARD9 WT and R101C murine skin infected with Trichophyton rubrum	PMID_38489265	38489265	10.1016/j.celrep.2024.113944	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.400	2026-07-18
SAID033	GSE210224	GSM6423818	Single cell gene expression profiling of CARD9 WT and R101C murine skin infected with Trichophyton rubrum	PMID_38489265	38489265	10.1016/j.celrep.2024.113944	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.400	2026-07-18
SAID034	GSE210224	GSM6423819	Single cell gene expression profiling of CARD9 WT and R101C murine skin infected with Trichophyton rubrum	PMID_38489265	38489265	10.1016/j.celrep.2024.113944	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.400	2026-07-18
SAID035	GSE210224	GSM6423820	Single cell gene expression profiling of CARD9 WT and R101C murine skin infected with Trichophyton rubrum	PMID_38489265	38489265	10.1016/j.celrep.2024.113944	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.400	2026-07-18
SAID036	GSE210224	GSM6423821	Single cell gene expression profiling of CARD9 WT and R101C murine skin infected with Trichophyton rubrum	PMID_38489265	38489265	10.1016/j.celrep.2024.113944	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.400	2026-07-18
SAID037	GSE210224	GSM6423822	Single cell gene expression profiling of CARD9 WT and R101C murine skin infected with Trichophyton rubrum	PMID_38489265	38489265	10.1016/j.celrep.2024.113944	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.400	2026-07-18
SAID025	GSE211279	GSM6460378	Molecular typing and functional profiling of acne-derived Cutibacterium acnes isolates reveal determinants of skin inflammation	PMID_37478901	37478901	10.1016/j.jid.2023.05.029	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.656	2026-07-18
SAID019	GSE211381	GSM6468127	"""Alk1 acts in non-endothelial VE-cadherin+ perineurial cells to maintain nerve branching during hair homeostasis"" and  ""Blood endothelial ALK1-BMP4 signaling axis regulates adult hair follicle stem cell activation"""	PMID_36994549	36994549	10.15252/embj.2022112196	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.618	2026-07-18
SAID020	GSE211381	GSM6468128	"""Alk1 acts in non-endothelial VE-cadherin+ perineurial cells to maintain nerve branching during hair homeostasis"" and  ""Blood endothelial ALK1-BMP4 signaling axis regulates adult hair follicle stem cell activation"""	PMID_36994549	36994549	10.15252/embj.2022112196	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.618	2026-07-18
SAID021	GSE211381	GSM6468129	"""Alk1 acts in non-endothelial VE-cadherin+ perineurial cells to maintain nerve branching during hair homeostasis"" and  ""Blood endothelial ALK1-BMP4 signaling axis regulates adult hair follicle stem cell activation"""	PMID_36994549	36994549	10.15252/embj.2022112196	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.618	2026-07-18
SAID022	GSE211381	GSM6468130	"""Alk1 acts in non-endothelial VE-cadherin+ perineurial cells to maintain nerve branching during hair homeostasis"" and  ""Blood endothelial ALK1-BMP4 signaling axis regulates adult hair follicle stem cell activation"""	PMID_36994549	36994549	10.15252/embj.2022112196	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.618	2026-07-18
SAID023	GSE211381	GSM6468131	"""Alk1 acts in non-endothelial VE-cadherin+ perineurial cells to maintain nerve branching during hair homeostasis"" and  ""Blood endothelial ALK1-BMP4 signaling axis regulates adult hair follicle stem cell activation"""	PMID_36994549	36994549	10.15252/embj.2022112196	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.618	2026-07-18
SAID024	GSE211381	GSM6468132	"""Alk1 acts in non-endothelial VE-cadherin+ perineurial cells to maintain nerve branching during hair homeostasis"" and  ""Blood endothelial ALK1-BMP4 signaling axis regulates adult hair follicle stem cell activation"""	PMID_36994549	36994549	10.15252/embj.2022112196	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.618	2026-07-18
SAID019	GSE211381	GSM6468127	"""Alk1 acts in non-endothelial VE-cadherin+ perineurial cells to maintain nerve branching during hair homeostasis"" and  ""Blood endothelial ALK1-BMP4 signaling axis regulates adult hair follicle stem cell activation"""	PMID_37699906	37699906	10.1038/s41467-023-40761-5	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.692	2026-07-18
SAID020	GSE211381	GSM6468128	"""Alk1 acts in non-endothelial VE-cadherin+ perineurial cells to maintain nerve branching during hair homeostasis"" and  ""Blood endothelial ALK1-BMP4 signaling axis regulates adult hair follicle stem cell activation"""	PMID_37699906	37699906	10.1038/s41467-023-40761-5	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.692	2026-07-18
SAID021	GSE211381	GSM6468129	"""Alk1 acts in non-endothelial VE-cadherin+ perineurial cells to maintain nerve branching during hair homeostasis"" and  ""Blood endothelial ALK1-BMP4 signaling axis regulates adult hair follicle stem cell activation"""	PMID_37699906	37699906	10.1038/s41467-023-40761-5	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.692	2026-07-18
SAID022	GSE211381	GSM6468130	"""Alk1 acts in non-endothelial VE-cadherin+ perineurial cells to maintain nerve branching during hair homeostasis"" and  ""Blood endothelial ALK1-BMP4 signaling axis regulates adult hair follicle stem cell activation"""	PMID_37699906	37699906	10.1038/s41467-023-40761-5	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.692	2026-07-18
SAID023	GSE211381	GSM6468131	"""Alk1 acts in non-endothelial VE-cadherin+ perineurial cells to maintain nerve branching during hair homeostasis"" and  ""Blood endothelial ALK1-BMP4 signaling axis regulates adult hair follicle stem cell activation"""	PMID_37699906	37699906	10.1038/s41467-023-40761-5	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.692	2026-07-18
SAID024	GSE211381	GSM6468132	"""Alk1 acts in non-endothelial VE-cadherin+ perineurial cells to maintain nerve branching during hair homeostasis"" and  ""Blood endothelial ALK1-BMP4 signaling axis regulates adult hair follicle stem cell activation"""	PMID_37699906	37699906	10.1038/s41467-023-40761-5	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.692	2026-07-18
SAID015	GSE211810	GSM6502671	scRNAseq dataset of PDGFRβ+ cells in fibrosing skin and kidney with or without ZFYVE9/SARA overexpression	PMID_36136606	36136606	10.1172/jci.insight.160977	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.351	2026-07-18
SAID016	GSE211810	GSM6502672	scRNAseq dataset of PDGFRβ+ cells in fibrosing skin and kidney with or without ZFYVE9/SARA overexpression	PMID_36136606	36136606	10.1172/jci.insight.160977	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.351	2026-07-18
SAID017	GSE211810	GSM6502673	scRNAseq dataset of PDGFRβ+ cells in fibrosing skin and kidney with or without ZFYVE9/SARA overexpression	PMID_36136606	36136606	10.1172/jci.insight.160977	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.351	2026-07-18
SAID018	GSE211810	GSM6502674	scRNAseq dataset of PDGFRβ+ cells in fibrosing skin and kidney with or without ZFYVE9/SARA overexpression	PMID_36136606	36136606	10.1172/jci.insight.160977	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.351	2026-07-18
SAID235	GSE212447	GSM6532919	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_37500727	37500727	10.1038/s41588-023-01445-4	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.726	2026-07-18
SAID236	GSE212447	GSM6532920	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_37500727	37500727	10.1038/s41588-023-01445-4	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.726	2026-07-18
SAID237	GSE212447	GSM6532921	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_37500727	37500727	10.1038/s41588-023-01445-4	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.726	2026-07-18
SAID238	GSE212447	GSM6532922	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_37500727	37500727	10.1038/s41588-023-01445-4	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.726	2026-07-18
SAID239	GSE212447	GSM6532923	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_37500727	37500727	10.1038/s41588-023-01445-4	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.726	2026-07-18
SAID240	GSE212447	GSM6532924	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_37500727	37500727	10.1038/s41588-023-01445-4	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.726	2026-07-18
SAID241	GSE212447	GSM6532925	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_37500727	37500727	10.1038/s41588-023-01445-4	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.726	2026-07-18
SAID242	GSE212447	GSM6532926	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_37500727	37500727	10.1038/s41588-023-01445-4	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.726	2026-07-18
SAID243	GSE212447	GSM6532927	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_37500727	37500727	10.1038/s41588-023-01445-4	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.726	2026-07-18
SAID244	GSE212447	GSM6532928	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_37500727	37500727	10.1038/s41588-023-01445-4	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.726	2026-07-18
SAID235	GSE212447	GSM6532919	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_40766141	40766141	10.1101/2025.07.25.25332168	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.289	2026-07-18
SAID236	GSE212447	GSM6532920	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_40766141	40766141	10.1101/2025.07.25.25332168	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.289	2026-07-18
SAID237	GSE212447	GSM6532921	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_40766141	40766141	10.1101/2025.07.25.25332168	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.289	2026-07-18
SAID238	GSE212447	GSM6532922	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_40766141	40766141	10.1101/2025.07.25.25332168	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.289	2026-07-18
SAID239	GSE212447	GSM6532923	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_40766141	40766141	10.1101/2025.07.25.25332168	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.289	2026-07-18
SAID240	GSE212447	GSM6532924	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_40766141	40766141	10.1101/2025.07.25.25332168	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.289	2026-07-18
SAID241	GSE212447	GSM6532925	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_40766141	40766141	10.1101/2025.07.25.25332168	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.289	2026-07-18
SAID242	GSE212447	GSM6532926	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_40766141	40766141	10.1101/2025.07.25.25332168	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.289	2026-07-18
SAID243	GSE212447	GSM6532927	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_40766141	40766141	10.1101/2025.07.25.25332168	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.289	2026-07-18
SAID244	GSE212447	GSM6532928	Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq]	PMID_40766141	40766141	10.1101/2025.07.25.25332168	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.289	2026-07-18
SAID096	GSE212673	GSM6543169	Transcriptomic landscape of early hair follicle and epidermal development [scRNA-seq]	PMID_37318953	37318953	10.1016/j.celrep.2023.112643	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.936	2026-07-18
SAID097	GSE212673	GSM6543170	Transcriptomic landscape of early hair follicle and epidermal development [scRNA-seq]	PMID_37318953	37318953	10.1016/j.celrep.2023.112643	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.936	2026-07-18
SAID098	GSE212673	GSM6543171	Transcriptomic landscape of early hair follicle and epidermal development [scRNA-seq]	PMID_37318953	37318953	10.1016/j.celrep.2023.112643	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.936	2026-07-18
SAID080	GSE213528	GSM6588784	ΔNp63 controls stemness and inflammation in the adult epidermis	PMID_37543242	37543242	10.1016/j.jid.2023.07.005	primary_dataset_publication	NCBI GEO links GSE213528 to this PubMed record.	study_publication_overrides.json		2026-07-18
SAID081	GSE213528	GSM6588785	ΔNp63 controls stemness and inflammation in the adult epidermis	PMID_37543242	37543242	10.1016/j.jid.2023.07.005	primary_dataset_publication	NCBI GEO links GSE213528 to this PubMed record.	study_publication_overrides.json		2026-07-18
SAID082	GSE213528	GSM6588786	ΔNp63 controls stemness and inflammation in the adult epidermis	PMID_37543242	37543242	10.1016/j.jid.2023.07.005	primary_dataset_publication	NCBI GEO links GSE213528 to this PubMed record.	study_publication_overrides.json		2026-07-18
SAID083	GSE213528	GSM6588787	ΔNp63 controls stemness and inflammation in the adult epidermis	PMID_37543242	37543242	10.1016/j.jid.2023.07.005	primary_dataset_publication	NCBI GEO links GSE213528 to this PubMed record.	study_publication_overrides.json		2026-07-18
SAID180	GSE213849	GSM6595205	Single-cell transcriptome analysis of CD3+ T lymphocytes from prurigo nodularis lesional skin reveals Th17 polarization	PMID_37263486	37263486	10.1016/j.jid.2023.05.011	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.550	2026-07-18
SAID181	GSE213849	GSM6595206	Single-cell transcriptome analysis of CD3+ T lymphocytes from prurigo nodularis lesional skin reveals Th17 polarization	PMID_37263486	37263486	10.1016/j.jid.2023.05.011	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.550	2026-07-18
SAID182	GSE213849	GSM6595208	Single-cell transcriptome analysis of CD3+ T lymphocytes from prurigo nodularis lesional skin reveals Th17 polarization	PMID_37263486	37263486	10.1016/j.jid.2023.05.011	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.550	2026-07-18
SAID183	GSE213849	GSM6595209	Single-cell transcriptome analysis of CD3+ T lymphocytes from prurigo nodularis lesional skin reveals Th17 polarization	PMID_37263486	37263486	10.1016/j.jid.2023.05.011	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.550	2026-07-18
SAID184	GSE213849	GSM6595210	Single-cell transcriptome analysis of CD3+ T lymphocytes from prurigo nodularis lesional skin reveals Th17 polarization	PMID_37263486	37263486	10.1016/j.jid.2023.05.011	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.550	2026-07-18
SAID185	GSE213849	GSM6595211	Single-cell transcriptome analysis of CD3+ T lymphocytes from prurigo nodularis lesional skin reveals Th17 polarization	PMID_37263486	37263486	10.1016/j.jid.2023.05.011	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.550	2026-07-18
SAID186	GSE213849	GSM6595212	Single-cell transcriptome analysis of CD3+ T lymphocytes from prurigo nodularis lesional skin reveals Th17 polarization	PMID_37263486	37263486	10.1016/j.jid.2023.05.011	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.550	2026-07-18
SAID187	GSE213849	GSM6595215	Single-cell transcriptome analysis of CD3+ T lymphocytes from prurigo nodularis lesional skin reveals Th17 polarization	PMID_37263486	37263486	10.1016/j.jid.2023.05.011	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.550	2026-07-18
SAID188	GSE213849	GSM6595217	Single-cell transcriptome analysis of CD3+ T lymphocytes from prurigo nodularis lesional skin reveals Th17 polarization	PMID_37263486	37263486	10.1016/j.jid.2023.05.011	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.550	2026-07-18
SAID189	GSE213849	GSM6595218	Single-cell transcriptome analysis of CD3+ T lymphocytes from prurigo nodularis lesional skin reveals Th17 polarization	PMID_37263486	37263486	10.1016/j.jid.2023.05.011	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.550	2026-07-18
SAID190	GSE213849	GSM6595219	Single-cell transcriptome analysis of CD3+ T lymphocytes from prurigo nodularis lesional skin reveals Th17 polarization	PMID_37263486	37263486	10.1016/j.jid.2023.05.011	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.550	2026-07-18
SAID191	GSE213849	GSM6595220	Single-cell transcriptome analysis of CD3+ T lymphocytes from prurigo nodularis lesional skin reveals Th17 polarization	PMID_37263486	37263486	10.1016/j.jid.2023.05.011	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.550	2026-07-18
SAID014	GSE223660	GSM6970228	Apoptosis recognition receptors regulate skin tissue repair in mice	PMID_38127424	38127424	10.7554/eLife.86269	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	1.000	2026-07-18
SAID010	GSE230512	GSM7225686	IL-17 activates dermal reticular fibroblasts to promote neutrophil recruitment and host defense [scRNAseq]	PMID_38393304	38393304	10.1084/jem.20231425	primary_dataset_publication	The article reports the experiment represented by GSE230512/GSE230513.	study_publication_overrides.json		2026-07-18
SAID011	GSE230512	GSM7225687	IL-17 activates dermal reticular fibroblasts to promote neutrophil recruitment and host defense [scRNAseq]	PMID_38393304	38393304	10.1084/jem.20231425	primary_dataset_publication	The article reports the experiment represented by GSE230512/GSE230513.	study_publication_overrides.json		2026-07-18
SAID012	GSE230512	GSM7225688	IL-17 activates dermal reticular fibroblasts to promote neutrophil recruitment and host defense [scRNAseq]	PMID_38393304	38393304	10.1084/jem.20231425	primary_dataset_publication	The article reports the experiment represented by GSE230512/GSE230513.	study_publication_overrides.json		2026-07-18
SAID013	GSE230512	GSM7225689	IL-17 activates dermal reticular fibroblasts to promote neutrophil recruitment and host defense [scRNAseq]	PMID_38393304	38393304	10.1084/jem.20231425	primary_dataset_publication	The article reports the experiment represented by GSE230512/GSE230513.	study_publication_overrides.json		2026-07-18
SAID192	GSE233137	GSM7401927	Gene expression profile at single cell level of cultured normal human epidermal melanocytes (NHEMs) [NHEM_FSK_scRNA]	PMID_39163475	39163475	10.1371/journal.pbio.3002776	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.272	2026-07-18
SAID193	GSE233137	GSM7401928	Gene expression profile at single cell level of cultured normal human epidermal melanocytes (NHEMs) [NHEM_FSK_scRNA]	PMID_39163475	39163475	10.1371/journal.pbio.3002776	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.272	2026-07-18
SAID008	GSE234269	GSM7461430	Novel integrated multiomics analysis reveals Itgbl1-mediated regulation of fibrogenesis through antagonism of Tgfβ1 and IL1β signaling. (single cell RNA-Seq)	PMID_39558136	39558136	10.1038/s44319-024-00322-3	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.520	2026-07-18
SAID009	GSE234269	GSM7461431	Novel integrated multiomics analysis reveals Itgbl1-mediated regulation of fibrogenesis through antagonism of Tgfβ1 and IL1β signaling. (single cell RNA-Seq)	PMID_39558136	39558136	10.1038/s44319-024-00322-3	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.520	2026-07-18
SAID086	GSE236918	GSM7585467	Loss of MC1R signaling implicates TBX3 in pheomelanogenesis and melanoma predisposition [scRNA-seq]	PMID_37972124	37972124	10.1111/pcmr.13141	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.365	2026-07-18
SAID087	GSE236918	GSM7585468	Loss of MC1R signaling implicates TBX3 in pheomelanogenesis and melanoma predisposition [scRNA-seq]	PMID_37972124	37972124	10.1111/pcmr.13141	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.365	2026-07-18
SAID088	GSE236918	GSM7585469	Loss of MC1R signaling implicates TBX3 in pheomelanogenesis and melanoma predisposition [scRNA-seq]	PMID_37972124	37972124	10.1111/pcmr.13141	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.365	2026-07-18
SAID089	GSE236918	GSM7585470	Loss of MC1R signaling implicates TBX3 in pheomelanogenesis and melanoma predisposition [scRNA-seq]	PMID_37972124	37972124	10.1111/pcmr.13141	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.365	2026-07-18
SAID166	GSE237754	GSM7648532	Transcriptome network analysis of inflammation and fibrosis in keloids [scRNA-seq]	PMID_38242738	38242738	10.1016/j.jdermsci.2023.12.007	primary_dataset_publication	The article title and experiment description match GSE237754.	study_publication_overrides.json		2026-07-18
SAID167	GSE237754	GSM7648533	Transcriptome network analysis of inflammation and fibrosis in keloids [scRNA-seq]	PMID_38242738	38242738	10.1016/j.jdermsci.2023.12.007	primary_dataset_publication	The article title and experiment description match GSE237754.	study_publication_overrides.json		2026-07-18
SAID136	GSE242477	GSM7764406	Single-cell profiling of acral melanoma infiltrating lymphocytes reveals a suppressive tumor microenvironment	PMID_39630887	39630887	10.1126/scitranslmed.adk8832	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	1.000	2026-07-18
SAID137	GSE242477	GSM7764408	Single-cell profiling of acral melanoma infiltrating lymphocytes reveals a suppressive tumor microenvironment	PMID_39630887	39630887	10.1126/scitranslmed.adk8832	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	1.000	2026-07-18
SAID138	GSE242477	GSM7764410	Single-cell profiling of acral melanoma infiltrating lymphocytes reveals a suppressive tumor microenvironment	PMID_39630887	39630887	10.1126/scitranslmed.adk8832	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	1.000	2026-07-18
SAID139	GSE242477	GSM7764411	Single-cell profiling of acral melanoma infiltrating lymphocytes reveals a suppressive tumor microenvironment	PMID_39630887	39630887	10.1126/scitranslmed.adk8832	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	1.000	2026-07-18
SAID140	GSE242477	GSM7764412	Single-cell profiling of acral melanoma infiltrating lymphocytes reveals a suppressive tumor microenvironment	PMID_39630887	39630887	10.1126/scitranslmed.adk8832	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	1.000	2026-07-18
SAID136	GSE242477	GSM7764406	Single-cell profiling of acral melanoma infiltrating lymphocytes reveals a suppressive tumor microenvironment	PMID_40631515	40631515	10.1080/2162402X.2025.2528110	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.167	2026-07-18
